carat,cut,color,clarity,depth,table,price
0.7,3,6,3,63.4,56.0,2318
0.5,4,5,4,60.9,58.0,1436
0.95,4,2,2,62.5,58.0,3237
1.34,5,4,6,62.0,55.0,11955
0.57,3,7,2,62.1,58.0,1387
0.5,3,7,6,61.7,59.0,2115
1.21,4,1,2,60.9,60.0,4440
1.11,4,2,2,61.5,58.0,4196
0.41,3,6,6,62.2,57.0,1116
0.32,5,6,4,62.1,54.0,900
0.51,4,4,3,60.3,61.0,1312
0.71,5,7,4,62.4,56.0,3372
0.39,3,5,6,58.2,62.0,1117
0.31,2,3,5,59.2,65.0,651
1.03,5,4,5,61.8,56.0,7880
0.32,2,5,2,63.5,56.0,421
0.43,3,4,2,61.3,56.2,729
0.52,3,7,4,63.6,59.0,1664
0.73,4,3,2,60.5,57.0,1824
0.32,4,6,4,59.3,58.0,580
0.27,3,1,6,60.8,57.0,443
1.01,5,4,3,61.1,58.0,5497
1.57,3,1,4,62.6,59.0,7832
0.38,5,7,5,62.0,57.0,882
0.51,3,4,6,63.4,57.0,1895
1.51,3,1,6,62.6,63.0,8706
1.51,1,5,1,67.8,59.0,3734
0.84,3,7,5,60.6,57.0,4443
0.71,5,5,3,61.5,56.0,2610
0.24,4,3,7,60.8,59.0,554
1.0,5,2,5,63.1,57.0,4664
0.97,3,5,6,58.1,60.0,6889
0.9,3,2,2,60.4,58.0,3099
0.9,5,4,3,60.2,56.0,3894
0.33,5,4,7,62.0,55.0,838
1.01,5,4,4,62.6,56.0,6964
0.51,5,4,5,61.5,54.9,1708
0.31,3,7,2,61.8,60.0,462
0.32,5,7,4,61.6,56.0,758
0.57,5,5,6,62.0,55.0,2360
0.74,5,7,6,61.4,56.0,5841
1.07,5,4,3,61.9,55.0,5444
0.3,5,6,6,61.2,61.0,731
1.01,4,7,4,61.6,59.0,6271
0.46,2,2,7,63.5,57.0,1089
0.53,5,3,4,61.6,55.0,1427
0.4,2,6,3,63.6,57.0,687
0.79,4,6,5,62.6,56.0,3583
0.31,5,6,4,61.7,55.0,872
0.54,5,3,7,61.8,55.0,1846
0.91,3,5,2,61.2,59.0,3688
1.51,3,4,6,63.6,57.0,13500
0.54,5,2,5,63.1,55.0,1453
1.59,5,1,5,61.3,57.0,9494
0.7,5,5,2,62.1,57.0,2398
1.02,2,3,2,58.6,64.0,3427
0.51,5,3,6,60.1,57.0,1611
0.3,5,7,4,61.8,55.0,778
0.93,4,5,2,60.0,60.0,3333
0.7,5,5,3,61.5,57.0,2528
0.43,5,3,3,62.1,57.0,669
1.0,2,2,5,59.6,61.0,4624
0.73,1,5,1,66.9,54.0,1158
0.56,5,7,7,61.8,56.0,3270
0.59,5,7,4,61.7,56.0,2078
0.7,4,4,5,62.6,60.0,2512
1.21,5,3,4,62.2,55.0,5882
1.0,3,5,2,60.2,59.0,4082
2.48,1,2,2,56.7,66.0,15030
0.3,4,6,3,62.1,60.0,675
0.38,5,6,7,62.4,54.0,1160
0.51,3,5,7,62.6,57.0,2223
0.3,3,3,3,58.7,63.0,504
2.01,5,3,3,59.3,58.0,17403
0.8,3,6,6,62.8,57.0,4893
0.74,5,5,3,62.5,56.0,2702
1.02,5,4,4,60.5,57.0,6356
0.3,5,4,6,61.1,58.0,638
1.01,2,2,4,63.9,59.0,4197
0.31,5,2,3,62.5,56.0,537
0.9,2,2,7,62.4,61.0,3972
0.7,5,2,3,61.6,53.0,2110
0.51,1,4,3,65.2,55.0,1071
1.7,5,2,3,61.8,55.0,10520
0.34,4,3,7,61.2,58.0,862
2.16,5,4,2,62.5,54.2,18001
0.5,3,4,7,59.6,63.0,1987
0.34,4,3,5,61.3,56.0,765
1.0,5,5,4,62.8,57.0,6209
1.51,5,2,4,62.6,56.0,9069
0.31,5,5,4,60.5,57.0,591
0.54,5,3,7,61.2,57.0,1723
0.32,5,2,5,61.3,56.0,523
1.19,4,7,2,58.8,58.0,5504
1.06,4,3,4,60.8,59.0,5205
0.32,3,4,5,62.4,58.0,645
0.4,4,2,2,60.5,58.0,702
0.49,4,4,4,59.8,59.0,1240
0.58,5,7,2,61.2,57.0,1442
1.64,4,5,3,62.8,59.0,12670
1.11,2,5,3,63.1,56.0,5769
0.74,4,6,5,62.8,59.0,3357
0.25,5,4,5,62.0,54.0,438
0.7,2,7,5,60.4,63.0,3107
0.34,4,2,7,60.5,59.0,803
0.29,5,6,6,62.0,55.0,858
0.4,4,1,4,60.9,62.0,765
0.78,5,5,2,61.2,56.0,2622
0.37,4,7,7,61.4,58.0,1142
0.3,5,5,4,60.3,57.0,568
0.55,5,5,5,61.0,55.0,1857
0.72,4,1,5,63.0,56.0,1875
2.0,2,2,2,64.2,52.0,11400
1.04,4,4,6,61.8,58.0,8098
1.22,5,2,3,60.8,57.0,5602
0.9,3,5,3,63.4,58.0,3950
0.33,3,6,8,61.8,55.0,957
0.32,5,4,2,61.3,56.0,407
0.31,4,5,7,62.4,60.0,959
0.32,4,4,3,62.5,58.0,612
0.43,2,2,4,58.0,57.0,696
0.7,4,6,4,59.3,60.0,2818
1.02,5,4,4,62.6,56.0,6591
0.41,4,7,4,62.6,59.0,792
1.1,5,5,7,62.7,57.0,10861
0.43,5,2,7,61.1,57.0,916
1.1,3,4,2,63.4,56.0,4066
0.9,3,2,8,62.6,59.0,4596
0.51,3,7,3,62.2,58.0,1398
0.81,4,7,2,59.2,57.0,2809
0.71,4,3,4,62.0,54.0,2249
1.08,3,7,5,60.5,58.0,8513
1.31,2,2,4,62.5,56.0,7236
0.32,5,3,4,62.1,56.0,505
0.3,2,1,5,63.3,60.0,394
1.16,5,3,2,60.9,59.0,5388
0.77,2,2,5,64.1,55.0,2184
0.31,2,2,3,63.5,56.0,408
0.34,5,6,5,61.8,57.0,1033
1.04,3,5,4,59.6,62.0,6166
0.58,3,6,2,59.0,62.0,1377
0.36,5,7,5,61.7,55.0,1131
0.53,5,4,7,61.2,55.0,2005
1.26,5,4,7,62.1,57.0,10916
0.41,5,6,5,62.1,56.0,1153
0.3,3,6,3,61.7,56.0,526
1.54,2,3,5,63.1,57.0,10769
1.51,3,1,3,60.6,57.0,7125
0.33,3,5,2,63.0,58.0,434
1.21,3,3,3,63.3,57.0,6058
0.3,4,3,6,60.8,58.0,776
0.58,5,2,6,62.0,56.0,1369
0.45,3,3,7,62.3,57.0,1274
1.62,5,3,3,60.9,58.0,11180
0.9,4,2,4,60.1,59.0,3663
0.66,5,4,7,61.5,56.0,2890
0.73,5,7,4,62.0,56.0,3440
0.33,3,5,7,62.0,56.0,859
1.03,4,4,4,62.1,57.0,6146
0.73,5,7,4,62.1,56.0,3182
0.7,1,5,3,65.3,54.0,1974
0.81,3,4,3,62.3,59.0,3095
0.36,4,5,3,62.3,59.0,770
1.76,5,5,2,62.6,55.0,9659
0.73,2,5,2,58.1,62.0,2191
0.54,4,5,4,62.4,58.0,1691
1.51,5,2,2,61.2,58.0,7362
1.08,1,1,4,65.1,54.0,3980
0.59,3,6,4,61.7,60.0,1857
0.31,5,7,5,61.6,55.0,766
1.46,4,3,2,61.4,59.0,7604
0.71,5,4,4,62.4,54.0,2762
0.9,1,6,3,64.9,56.0,3743
0.41,5,6,4,61.6,55.0,999
0.3,5,2,5,61.0,56.0,608
0.8,4,4,4,60.6,59.0,3002
0.51,3,5,3,61.8,57.0,1374
1.0,3,4,3,58.6,63.0,4218
0.42,3,4,6,60.4,59.0,1031
0.43,4,7,2,60.7,58.0,919
1.01,3,3,7,61.1,58.0,6777
0.78,3,4,5,61.5,55.0,3472
0.5,5,4,6,61.2,56.0,1838
1.0,4,5,3,62.7,59.0,5292
0.31,4,3,5,59.7,58.0,544
2.17,5,3,2,62.0,56.0,17805
0.3,1,5,4,65.4,55.0,776
0.7,2,5,5,59.4,62.0,2759
1.23,4,4,5,61.3,58.0,8759
0.51,4,3,4,60.9,60.0,1202
0.3,3,4,5,60.8,61.0,565
0.75,3,6,5,61.5,54.0,3314
0.31,5,2,5,61.9,54.0,489
0.52,5,5,6,61.6,57.0,2168
1.01,2,6,3,64.3,59.0,4766
0.41,4,4,6,61.6,58.0,1007
0.32,5,3,8,61.1,56.0,814
1.01,4,7,2,60.4,60.0,4694
0.62,5,4,6,61.8,57.0,2548
0.5,3,7,4,60.1,63.0,1712
0.33,5,7,4,61.9,56.0,781
1.07,5,4,4,61.6,57.0,7577
0.41,4,4,3,59.1,58.0,719
0.57,5,6,3,61.9,56.0,1613
0.32,5,6,6,62.3,56.0,1080
0.56,5,6,3,60.9,56.0,1698
1.22,5,3,6,62.7,54.0,8014
0.54,4,3,7,62.0,57.0,1944
0.72,5,2,5,60.4,56.0,3005
1.06,5,4,5,61.7,55.0,8093
0.32,2,2,2,63.1,58.0,374
0.34,5,4,4,61.4,57.0,765
0.51,4,6,2,62.0,57.0,1205
1.51,3,4,5,60.2,63.0,12430
0.9,5,6,3,61.1,56.0,4854
1.01,2,3,3,63.4,59.0,4749
0.59,5,6,5,62.3,56.0,2294
0.7,5,4,5,60.6,57.0,2512
0.3,5,4,4,61.7,56.0,526
0.41,5,3,5,61.0,54.0,1024
1.51,2,4,3,63.3,58.0,10085
1.08,4,3,5,58.6,60.0,5818
0.24,4,3,7,61.2,58.0,432
0.37,3,7,5,61.1,58.0,820
0.32,5,6,4,61.6,55.0,702
1.53,2,3,1,62.3,55.6,6361
0.31,3,4,5,62.4,59.0,625
1.04,4,7,2,58.3,58.0,3780
0.27,3,5,5,62.4,55.0,429
0.9,2,5,2,63.1,56.0,3519
1.0,5,5,2,61.8,57.0,4274
0.31,4,2,3,60.7,60.0,523
0.53,5,4,3,62.4,55.0,1329
0.27,5,6,6,62.5,57.0,799
0.77,5,7,2,62.1,56.0,2896
0.35,5,7,4,62.5,56.0,790
0.35,5,4,6,61.8,55.0,756
0.7,2,3,2,64.2,58.0,1697
0.53,5,6,4,61.4,56.0,1813
0.68,3,5,5,59.7,57.0,2922
0.73,3,7,3,60.2,56.0,2768
0.41,2,5,3,64.4,56.0,659
0.81,4,2,6,62.9,59.0,3084
0.53,3,4,7,58.9,60.0,2136
0.9,3,3,5,62.7,56.0,3964
1.07,3,2,3,59.1,59.0,4728
0.52,4,5,2,62.7,57.0,1073
1.2,5,3,4,62.4,56.6,7235
1.61,4,4,3,62.6,58.0,11303
0.43,5,3,8,62.2,55.0,1304
0.25,4,6,7,62.9,59.0,740
0.3,5,7,3,61.4,56.0,552
1.0,2,4,3,64.4,54.0,4882
0.51,4,4,5,62.5,58.0,1656
0.47,5,2,7,61.0,56.0,1050
0.33,2,2,5,63.2,57.0,521
1.5,5,4,3,62.0,56.0,11180
0.31,2,6,3,63.4,55.0,544
0.3,5,4,3,62.3,57.0,477
0.7,5,2,3,62.8,56.0,2417
0.31,5,7,4,61.5,56.0,734
1.51,4,3,3,62.8,60.0,7759
0.32,4,6,8,61.6,58.0,1095
1.01,5,2,2,61.9,55.0,3733
0.23,3,6,6,58.0,60.0,465
0.36,4,7,3,59.6,58.0,851
0.74,5,6,3,62.3,58.0,2872
2.27,1,1,1,67.6,55.0,5733
0.71,3,4,2,62.4,59.0,2171
0.52,5,4,2,61.1,56.0,1100
1.52,5,5,4,62.9,53.0,15792
0.23,2,6,7,56.3,62.0,498
0.57,4,6,2,62.5,54.0,1058
0.58,3,3,3,59.7,57.0,1239
0.32,5,6,4,62.0,55.0,702
1.06,4,4,5,62.0,58.0,7130
1.14,5,4,5,61.7,56.0,9090
0.35,2,5,3,63.6,54.0,748
0.32,2,4,5,57.0,62.0,628
1.0,4,5,3,60.3,61.0,4704
0.52,5,6,4,60.9,57.0,1815
0.32,4,6,3,62.2,58.0,720
0.32,5,5,4,62.3,56.0,828
1.5,3,7,4,62.4,57.0,17153
0.55,5,4,5,62.2,54.3,2025
1.21,1,1,3,65.0,59.0,4147
1.4,4,7,5,62.8,58.0,13730
1.1,5,4,3,62.5,57.0,4484
0.42,3,2,6,61.7,55.0,771
0.58,3,3,3,62.1,55.0,1239
0.71,4,4,4,63.0,56.0,2735
0.9,2,6,5,62.2,60.0,5068
2.01,1,4,2,65.9,57.0,10887
1.5,3,7,4,62.4,59.0,13287
0.78,5,5,5,61.6,56.0,3537
0.7,4,5,2,61.6,60.0,1597
0.4,4,4,5,62.2,55.0,1080
0.31,5,6,7,61.8,56.0,924
0.53,5,3,3,62.5,56.0,1236
1.0,5,4,4,62.3,54.0,6272
0.36,5,7,3,62.8,57.0,794
1.52,5,2,7,61.9,56.0,11168
1.01,1,4,4,59.1,56.0,6271
0.32,5,6,7,61.6,56.0,954
1.5,2,3,3,60.8,60.0,9336
1.54,4,4,2,62.4,57.0,8969
0.72,4,3,4,61.4,57.0,2484
1.22,4,6,3,62.3,59.0,7395
1.0,4,6,1,62.3,58.0,3136
1.41,3,3,4,62.5,58.0,8846
0.37,4,6,4,61.5,58.0,1041
0.59,3,3,6,62.3,55.0,1840
1.15,4,2,2,61.3,57.3,5123
0.37,5,7,6,61.6,56.0,1071
1.9,4,1,3,61.9,57.0,10885
1.7,5,1,2,60.5,57.0,8505
2.01,5,3,3,62.8,54.0,18186
0.35,5,6,3,61.6,55.0,744
2.05,4,3,2,62.5,58.0,16431
1.03,4,1,1,62.8,55.0,2392
1.16,5,4,8,62.3,55.0,9901
0.36,4,4,3,62.0,59.0,689
0.7,3,6,5,58.4,59.0,2904
0.35,3,3,3,63.3,54.0,647
1.07,5,3,3,60.9,57.0,5031
0.9,3,3,3,61.7,57.0,3772
0.34,5,3,5,62.1,57.0,765
1.01,2,4,4,58.9,61.0,5756
0.41,5,7,2,62.7,55.0,683
1.63,5,1,5,61.8,56.0,9819
1.29,5,1,3,61.6,58.0,5607
0.7,2,6,3,63.3,60.0,2569
0.32,5,6,8,61.9,55.0,1018
0.41,4,7,3,60.5,60.0,791
1.11,4,5,2,62.5,59.0,4134
2.13,4,3,2,62.3,57.0,17073
1.11,2,7,2,58.0,62.0,5015
0.3,4,6,4,62.0,59.0,658
0.71,5,4,6,62.5,58.0,2978
0.9,4,4,5,62.7,58.0,4579
0.25,4,6,6,62.0,59.0,740
0.36,2,6,2,63.7,54.0,648
1.31,5,4,5,62.0,58.0,10359
1.57,3,1,4,60.2,59.0,7832
0.34,3,2,4,62.1,57.0,477
0.6,5,3,4,61.1,56.0,1648
0.63,2,5,5,61.6,60.7,2188
1.11,4,3,3,61.1,60.0,5433
0.41,5,4,8,62.3,55.0,1431
0.91,4,5,2,58.9,61.0,3546
0.31,5,3,7,61.6,57.0,660
0.31,5,7,5,62.1,57.0,877
1.04,5,3,6,62.2,55.0,6619
0.9,2,4,2,61.8,56.0,3253
1.01,2,6,3,58.1,59.0,5627
1.0,4,6,5,61.9,60.0,7260
0.5,3,4,6,60.9,61.0,1838
0.51,5,4,6,61.6,56.0,1875
1.01,5,4,5,61.8,57.0,6618
0.5,4,7,7,61.5,58.0,2525
1.0,3,4,6,64.9,57.0,6818
0.31,5,4,6,60.8,56.0,707
1.03,3,3,3,63.4,62.0,4406
1.04,5,4,4,61.4,57.0,6290
1.15,4,4,3,62.0,58.0,4776
0.54,5,4,6,61.0,56.0,1985
0.73,5,2,4,61.6,55.0,2756
1.06,2,5,2,62.2,61.0,4357
0.3,3,5,8,62.5,56.0,886
0.4,5,7,3,61.3,57.0,726
1.14,5,4,4,61.9,56.0,7199
1.21,4,3,4,58.8,59.0,6708
1.0,1,7,2,65.2,56.0,3634
0.58,1,5,1,65.8,56.0,893
1.03,5,5,1,61.0,56.0,3634
1.52,2,3,3,63.8,60.0,10078
2.23,4,4,2,61.4,58.0,16805
0.5,5,7,6,60.7,57.0,2376
0.34,4,2,3,60.2,59.0,574
0.73,5,5,3,62.1,55.0,2822
0.51,3,7,3,62.3,57.0,1569
0.3,5,5,5,62.3,54.0,615
0.33,5,6,8,61.9,57.0,1129
0.76,5,6,7,61.8,54.0,4382
0.3,4,7,4,60.6,59.0,911
1.07,4,4,4,61.9,60.0,6213
0.34,5,7,3,62.7,56.0,626
0.54,2,5,5,63.7,55.0,2090
1.08,5,3,3,60.5,57.0,6426
0.7,4,5,2,61.8,60.0,2213
0.56,4,5,3,62.7,59.0,2016
1.01,1,5,3,65.9,60.0,4561
1.54,5,6,4,62.0,56.0,14529
0.51,3,5,2,62.7,56.0,1100
0.52,3,6,2,61.1,57.0,1146
0.55,4,4,5,59.4,62.0,1792
0.35,4,7,2,60.8,58.0,669
0.41,5,5,4,62.4,58.0,1085
0.24,2,5,6,64.0,61.0,471
0.26,3,6,6,62.6,58.0,597
1.01,4,3,2,59.6,60.0,3732
1.33,5,3,3,60.1,57.0,7742
0.54,5,4,6,61.2,56.0,1914
0.4,5,6,6,62.2,56.0,1238
0.54,5,2,2,60.9,57.0,935
1.1,5,3,6,59.7,58.0,6616
1.01,3,5,6,62.3,56.0,8922
1.0,3,4,4,63.5,59.0,5967
1.09,5,4,4,62.0,54.0,6905
0.72,5,6,5,62.1,54.0,3690
1.0,3,5,2,59.9,61.0,4255
1.02,1,7,3,66.4,60.0,4798
0.55,5,4,3,60.9,56.0,1421
0.82,4,5,2,62.5,59.0,2544
0.3,5,5,7,60.5,56.0,863
0.94,3,6,3,62.4,56.0,4661
1.07,3,4,3,60.5,62.0,4861
0.5,5,3,8,61.1,58.0,1844
0.76,5,7,6,62.3,57.0,4223
0.4,5,6,6,62.1,55.0,1238
0.7,5,6,3,61.4,57.0,2656
1.24,3,2,3,61.4,59.0,6075
1.57,5,1,6,61.4,57.0,9516
1.03,5,4,5,61.3,56.0,7648
0.41,2,5,3,63.7,58.0,705
0.3,4,3,3,59.3,59.0,421
0.31,5,3,4,62.6,57.0,628
0.43,4,7,7,59.6,58.0,1584
0.31,4,6,4,62.6,58.0,680
1.08,5,5,4,62.5,57.0,7625
1.01,5,6,2,62.8,57.0,4434
0.91,4,3,2,62.7,58.0,3423
1.26,5,4,6,61.4,55.0,12066
0.74,4,7,3,62.4,59.0,3036
0.46,1,5,4,66.0,58.0,982
0.61,3,6,3,63.9,54.0,2179
1.0,2,5,2,63.4,60.0,3801
0.73,4,6,4,58.6,60.0,2812
0.36,3,4,3,62.0,59.0,537
2.01,2,3,3,63.2,58.0,15919
0.63,5,5,6,61.9,57.0,2835
1.19,4,4,5,62.6,58.0,8109
2.0,1,3,4,65.2,56.0,12765
1.01,4,4,2,60.5,58.0,4327
0.34,5,2,3,61.9,57.0,589
0.3,5,3,4,62.5,53.2,486
0.37,5,2,6,61.9,54.0,632
0.32,3,7,3,63.3,57.0,756
0.5,5,7,3,60.9,57.0,1563
0.38,5,4,2,61.6,55.0,602
0.51,3,7,3,61.7,58.0,1403
1.5,4,4,5,61.2,59.0,14105
0.55,5,5,2,62.3,57.0,1175
0.9,4,3,4,60.0,59.0,3629
0.38,5,1,3,62.0,54.0,525
0.51,1,5,6,60.7,66.0,4368
0.8,5,3,4,60.6,56.0,3153
1.25,5,1,5,61.2,56.0,6793
0.68,5,7,7,61.3,57.0,4325
0.31,3,4,6,62.3,59.0,617
0.53,3,3,5,63.4,56.0,1607
0.32,5,3,4,61.5,57.0,534
1.5,3,5,5,61.9,58.0,15508
0.62,4,5,5,60.1,58.0,1942
1.07,3,4,4,60.9,58.0,6355
0.34,5,4,8,61.9,55.0,974
0.71,4,5,3,60.2,60.0,2345
1.51,5,3,3,62.7,56.0,9694
1.6,4,4,3,62.4,61.0,11189
0.28,3,5,5,60.8,58.0,487
0.54,5,5,3,61.3,55.0,1385
0.31,3,4,3,62.4,55.0,462
0.57,3,7,2,62.9,57.0,1413
0.36,4,4,8,62.5,60.0,1148
1.02,5,4,5,61.0,57.0,7324
0.96,2,3,2,61.6,59.0,3975
1.05,5,2,5,61.5,55.0,5101
2.0,4,4,2,61.7,60.0,11355
1.5,2,7,3,63.1,57.0,11756
1.0,5,4,3,61.6,55.0,4956
1.01,5,4,2,61.0,56.0,4383
0.39,4,4,4,61.2,60.0,787
0.23,3,7,6,62.5,58.0,530
0.3,3,5,6,59.9,56.0,730
0.5,3,3,8,61.4,61.0,1923
0.5,5,4,6,61.4,57.0,1838
2.12,4,3,2,59.1,59.0,16992
0.26,4,5,5,59.5,58.0,580
0.41,3,6,3,61.4,56.0,755
1.5,3,4,3,62.8,57.0,9996
0.81,5,4,4,60.8,60.0,3398
1.02,3,4,4,60.5,60.0,6906
1.01,3,7,2,62.7,58.0,4606
1.52,5,5,3,62.2,56.0,12183
0.81,5,3,3,62.8,57.0,2482
1.06,5,7,6,61.1,56.0,11209
0.39,5,6,6,62.1,54.6,1100
0.43,2,6,5,59.9,61.0,970
0.31,4,7,6,61.7,58.0,988
1.02,4,6,3,62.6,58.0,5278
0.7,2,6,2,63.7,55.0,2435
0.65,5,4,5,60.6,60.0,2242
0.31,3,2,5,63.0,58.0,489
0.32,2,5,3,63.2,55.0,533
0.32,5,5,7,61.1,56.0,1061
0.7,3,4,3,62.8,56.0,2304
0.31,2,2,7,63.1,59.0,571
0.33,5,4,8,61.7,55.0,984
0.59,5,6,3,62.4,55.0,1664
1.54,5,2,4,60.7,56.0,7848
0.39,5,4,7,62.1,54.7,1008
0.62,4,5,4,61.4,59.0,2065
0.72,2,2,5,61.3,63.0,2451
0.43,5,2,3,62.2,54.0,670
0.42,2,5,3,63.1,56.0,722
0.7,5,4,8,61.3,56.0,3949
1.51,5,3,4,62.5,55.0,10763
0.84,4,5,6,60.4,62.0,4243
0.33,2,2,3,63.6,53.0,557
1.07,4,4,3,61.0,58.0,5091
2.06,4,2,3,61.0,58.0,15517
1.01,4,4,8,60.0,61.0,8120
0.25,3,6,6,61.9,59.0,575
0.32,4,6,2,62.4,58.0,576
0.23,4,5,6,61.3,59.0,445
0.34,4,6,3,59.3,58.0,612
1.01,3,4,1,63.1,60.0,2108
0.32,4,3,7,60.9,58.0,936
1.52,2,1,3,63.6,60.0,6897
0.32,5,6,6,61.5,57.0,842
1.01,5,5,2,60.4,59.0,5020
0.71,5,4,3,62.1,54.0,2513
0.57,3,5,3,58.6,57.0,1364
0.95,3,1,6,60.5,59.0,4098
0.24,5,5,4,62.2,57.0,419
0.7,5,3,2,61.1,57.0,1817
1.25,5,4,2,61.1,55.0,6371
0.73,5,2,6,61.9,55.0,2513
0.58,2,6,5,61.5,61.9,2041
0.91,3,4,2,62.9,54.0,3615
0.32,5,7,3,59.6,57.0,589
2.07,4,2,2,60.5,60.0,15055
0.53,5,5,5,62.1,57.0,1812
0.32,4,4,4,62.6,60.0,720
0.51,5,3,8,62.6,56.0,1920
1.83,5,1,4,62.0,56.0,11406
1.23,5,6,6,61.7,57.0,12539
0.31,2,3,4,63.2,57.0,489
0.24,3,6,6,62.4,54.0,608
0.33,5,6,4,60.5,56.0,723
0.43,5,4,7,61.8,55.0,1183
1.01,3,7,3,63.2,58.0,5654
0.9,3,6,3,62.2,60.0,4054
1.01,4,7,3,62.7,58.0,4909
1.02,3,3,3,63.5,58.0,4688
0.42,3,7,2,58.6,58.0,625
0.7,5,5,4,62.8,56.0,2573
1.56,5,5,3,61.2,57.0,11047
1.56,3,1,2,62.0,57.0,6662
1.07,5,5,2,61.9,55.0,4374
1.0,4,4,2,62.9,60.0,4227
0.43,3,5,3,62.5,56.0,792
0.96,3,7,3,59.9,58.0,5548
0.34,4,5,5,60.0,59.0,905
1.01,4,5,5,62.4,61.0,7127
0.32,3,6,6,61.6,54.0,816
0.75,3,3,6,60.6,57.0,3002
1.02,4,7,2,59.7,60.0,5198
0.59,5,6,7,60.7,57.0,3422
0.41,5,4,2,61.5,55.0,648
0.52,5,3,3,61.0,56.0,1223
1.5,5,2,3,62.1,55.0,8685
0.34,5,7,4,62.4,53.0,805
0.3,3,4,7,62.8,55.0,635
0.73,5,4,3,62.1,54.0,2583
0.4,5,6,6,61.1,57.0,895
0.32,3,6,3,63.5,56.0,672
0.94,3,5,2,62.6,57.0,3938
0.56,5,4,3,61.6,59.0,1755
1.51,5,7,5,63.0,53.4,16688
0.34,5,4,8,61.5,56.0,952
0.58,3,4,2,59.5,59.0,1197
1.73,4,7,3,60.6,59.0,12770
0.4,4,5,4,61.6,58.0,842
0.33,5,4,5,61.8,56.0,854
1.01,5,4,5,62.4,56.0,6066
1.14,4,4,4,61.4,60.0,7079
1.41,2,4,3,63.7,57.0,7738
0.91,1,7,3,65.2,57.0,3730
1.0,1,3,4,64.8,55.0,3819
1.16,4,3,3,61.2,58.0,5554
0.36,5,3,3,61.6,56.0,538
1.21,5,3,8,61.0,57.0,7789
0.44,5,7,5,61.6,56.0,1235
1.5,4,7,3,62.4,58.0,12069
0.56,5,4,5,60.6,56.0,1915
1.7,4,7,3,61.9,59.0,15100
0.51,5,7,3,62.0,55.0,1553
0.44,5,4,3,61.5,57.0,990
0.35,5,6,7,62.0,56.0,1116
2.48,4,2,4,60.1,58.0,16820
0.9,5,4,5,61.6,55.0,4460
1.11,3,6,5,61.6,57.0,8852
0.71,4,6,4,62.7,58.0,2776
0.74,3,7,3,63.9,57.0,2880
0.37,5,7,6,61.6,54.0,997
0.7,4,3,2,62.9,61.0,1942
1.25,4,3,2,60.4,59.0,5950
0.37,5,1,3,60.5,57.0,497
1.21,4,6,2,61.9,60.0,6071
1.01,3,3,4,62.0,59.0,5186
1.59,4,6,2,60.5,59.0,9082
0.76,3,4,3,63.7,58.0,2579
1.05,5,5,7,62.7,57.0,9784
1.42,3,6,3,61.1,62.0,9278
0.42,5,2,8,62.0,54.0,961
0.51,4,5,4,60.7,59.0,1402
1.12,5,4,3,62.0,55.0,5551
2.11,5,2,5,61.9,57.0,16723
0.31,2,3,7,63.1,57.0,707
0.92,4,7,2,59.4,59.0,3877
0.31,5,6,8,61.0,57.0,1319
0.32,5,2,8,60.8,54.0,864
0.32,3,3,3,63.4,55.0,591
0.32,5,6,3,61.5,55.0,682
0.57,4,5,5,59.9,59.0,1689
0.32,5,2,7,62.0,55.3,553
0.41,5,5,6,61.2,56.0,1323
0.89,3,6,3,62.7,57.0,4003
2.0,4,3,2,60.7,60.0,15312
0.35,5,5,3,61.5,54.0,607
1.5,3,3,5,63.4,56.0,10584
1.02,4,3,2,62.6,58.0,4798
0.61,5,2,7,62.5,54.0,1713
1.01,4,7,2,60.3,57.0,4672
0.3,4,6,4,60.7,59.0,844
0.31,4,4,5,61.8,59.0,802
0.38,5,6,6,62.4,56.0,1027
0.59,5,2,4,62.0,54.0,1300
0.55,4,4,3,60.7,56.0,1226
0.3,5,5,8,61.7,58.0,886
0.35,4,6,3,60.8,60.0,788
1.17,4,5,2,59.9,59.0,4092
0.31,4,7,4,62.6,59.0,734
1.07,4,3,5,62.5,56.0,5764
0.9,3,5,3,61.3,58.0,3780
0.7,5,6,6,62.2,54.0,3585
1.1,3,5,2,59.1,57.0,4715
0.95,4,2,4,62.9,57.0,3818
1.03,5,4,5,62.2,59.0,7211
1.0,1,4,6,66.9,55.0,4534
0.56,3,3,5,59.8,56.0,1688
0.54,5,4,5,61.3,57.0,1847
0.42,3,7,3,63.0,55.0,756
1.0,2,3,3,64.9,56.0,4276
0.31,4,4,7,60.2,59.0,816
0.51,5,2,4,60.5,58.0,1268
0.23,3,7,6,61.9,60.0,505
1.4,4,4,2,60.6,58.0,5723
0.31,5,4,8,61.6,54.0,853
0.7,3,4,3,60.6,57.0,2042
0.41,4,4,3,62.6,59.0,923
2.14,4,4,2,60.4,59.0,17513
2.01,3,4,3,63.2,56.0,16742
0.71,5,2,6,61.6,56.0,2145
0.33,5,3,5,61.9,56.0,743
0.44,5,3,3,60.9,57.0,1069
1.52,4,7,2,60.2,60.0,8737
1.07,5,4,4,62.2,57.0,6355
0.8,5,4,2,62.1,57.0,2429
0.9,2,7,2,62.3,58.0,3806
0.42,5,7,5,61.4,56.0,1395
0.31,2,6,4,59.1,56.0,651
0.52,5,4,4,62.0,55.0,1577
